"Package","Version Installed","Vulnerability ID","Severity"
"curl","7.74.0-1.3+deb11u15","CVE-2022-43551","High"
"libcurl4","7.74.0-1.3+deb11u15","CVE-2022-43551","High"
"curl","7.74.0-1.3+deb11u15","CVE-2024-2379","Negligible"
"libcurl4","7.74.0-1.3+deb11u15","CVE-2024-2379","Negligible"
"curl","7.74.0-1.3+deb11u15","CVE-2023-23915","Medium"
"libcurl4","7.74.0-1.3+deb11u15","CVE-2023-23915","Medium"
"libc-bin","2.31-13+deb11u13","CVE-2019-1010025","Negligible"
"libc6","2.31-13+deb11u13","CVE-2019-1010025","Negligible"
"libpcre3","2:8.39-13","CVE-2017-11164","Negligible"
"curl","7.74.0-1.3+deb11u15","CVE-2023-28320","Negligible"
"libcurl4","7.74.0-1.3+deb11u15","CVE-2023-28320","Negligible"
"libgssapi-krb5-2","1.18.3-6+deb11u7","CVE-2024-26458","Negligible"
"libk5crypto3","1.18.3-6+deb11u7","CVE-2024-26458","Negligible"
"libkrb5-3","1.18.3-6+deb11u7","CVE-2024-26458","Negligible"
"libkrb5support0","1.18.3-6+deb11u7","CVE-2024-26458","Negligible"
"libc-bin","2.31-13+deb11u13","CVE-2025-8058","Medium"
"libc6","2.31-13+deb11u13","CVE-2025-8058","Medium"
"libc-bin","2.31-13+deb11u13","CVE-2019-9192","Negligible"
"libc6","2.31-13+deb11u13","CVE-2019-9192","Negligible"
"perl-base","5.32.1-4+deb11u4","CVE-2011-4116","Negligible"
"gcc-10-base","10.2.1-6","CVE-2023-4039","Negligible"
"gcc-9-base","9.3.0-22","CVE-2023-4039","Negligible"
"libgcc-s1","10.2.1-6","CVE-2023-4039","Negligible"
"libstdc++6","10.2.1-6","CVE-2023-4039","Negligible"
"libc-bin","2.31-13+deb11u13","CVE-2019-1010022","Negligible"
"libc6","2.31-13+deb11u13","CVE-2019-1010022","Negligible"
"libsystemd0","247.3-7+deb11u7","CVE-2023-31437","Negligible"
"libudev1","247.3-7+deb11u7","CVE-2023-31437","Negligible"
"libtinfo6","6.2+20201114-2+deb11u2","CVE-2025-6141","Low"
"ncurses-base","6.2+20201114-2+deb11u2","CVE-2025-6141","Low"
"ncurses-bin","6.2+20201114-2+deb11u2","CVE-2025-6141","Low"
"libldap-2.4-2","2.4.57+dfsg-3+deb11u1","CVE-2017-14159","Negligible"
"libsystemd0","247.3-7+deb11u7","CVE-2023-31438","Negligible"
"libudev1","247.3-7+deb11u7","CVE-2023-31438","Negligible"
"gpgv","2.2.27-2+deb11u2","CVE-2025-30258","Low"
"libpcre3","2:8.39-13","CVE-2017-16231","Negligible"
"libsystemd0","247.3-7+deb11u7","CVE-2023-31439","Negligible"
"libudev1","247.3-7+deb11u7","CVE-2023-31439","Negligible"
"libgssapi-krb5-2","1.18.3-6+deb11u7","CVE-2024-26461","Negligible"
"libk5crypto3","1.18.3-6+deb11u7","CVE-2024-26461","Negligible"
"libkrb5-3","1.18.3-6+deb11u7","CVE-2024-26461","Negligible"
"libkrb5support0","1.18.3-6+deb11u7","CVE-2024-26461","Negligible"
"perl-base","5.32.1-4+deb11u4","CVE-2025-40909","Medium"
"libsystemd0","247.3-7+deb11u7","CVE-2013-4392","Negligible"
"libudev1","247.3-7+deb11u7","CVE-2013-4392","Negligible"
"login","1:4.8.1-1+deb11u1","CVE-2013-4235","Negligible"
"passwd","1:4.8.1-1+deb11u1","CVE-2013-4235","Negligible"
"libpcre2-8-0","10.36-2+deb11u1","CVE-2022-41409","Negligible"
"libssl1.1","1.1.1w-0+deb11u3","CVE-2025-27587","Negligible"
"coreutils","8.32-4+b1","CVE-2017-18018","Negligible"
"libsystemd0","247.3-7+deb11u7","CVE-2020-13529","Negligible"
"libudev1","247.3-7+deb11u7","CVE-2020-13529","Negligible"
"curl","7.74.0-1.3+deb11u15","CVE-2021-22923","Negligible"
"libcurl4","7.74.0-1.3+deb11u15","CVE-2021-22923","Negligible"
"bsdutils","1:2.36.1-8+deb11u2","CVE-2022-0563","Negligible"
"libblkid1","2.36.1-8+deb11u2","CVE-2022-0563","Negligible"
"libmount1","2.36.1-8+deb11u2","CVE-2022-0563","Negligible"
"libsmartcols1","2.36.1-8+deb11u2","CVE-2022-0563","Negligible"
"libuuid1","2.36.1-8+deb11u2","CVE-2022-0563","Negligible"
"mount","2.36.1-8+deb11u2","CVE-2022-0563","Negligible"
"util-linux","2.36.1-8+deb11u2","CVE-2022-0563","Negligible"
"coreutils","8.32-4+b1","CVE-2025-5278","Negligible"
"gpgv","2.2.27-2+deb11u2","CVE-2022-3219","Negligible"
