"Package","Version Installed","Vulnerability ID","Severity"
"libldap2","2.6.10+dfsg-1","CVE-2017-17740","Negligible"
"zlib1g","1:1.3.dfsg+really1.3.1-1+b1","CVE-2026-85091","High"
"libtinfo6","6.5+20250216-2","CVE-2025-69720","High"
"ncurses-base","6.5+20250216-2","CVE-2025-69720","High"
"ncurses-bin","6.5+20250216-2","CVE-2025-69720","High"
"curl","8.14.1-2+deb13u5","CVE-2026-82209","High"
"libcurl4t64","8.14.1-2+deb13u5","CVE-2026-82209","High"
"perl-base","5.40.1-6+deb13u1","CVE-2026-12087","Critical"
"perl-base","5.40.1-6+deb13u1","CVE-2026-9538","High"
"perl-base","5.40.1-6+deb13u1","CVE-2026-57433","Critical"
"libssh2-1t64","1.11.1-1+deb13u2","CVE-2026-58050","High"
"perl-base","5.40.1-6+deb13u1","CVE-2026-42497","High"
"curl","8.14.1-2+deb13u5","CVE-2026-8458","Medium"
"libcurl4t64","8.14.1-2+deb13u5","CVE-2026-8458","Medium"
"gzip","1.13-1+deb13u1","CVE-2026-41992","High"
"libssh2-1t64","1.11.1-1+deb13u2","CVE-2026-66034","High"
"curl","8.14.1-2+deb13u5","CVE-2026-80230","High"
"libcurl4t64","8.14.1-2+deb13u5","CVE-2026-80230","High"
"curl","8.14.1-2+deb13u5","CVE-2026-12064","High"
"libcurl4t64","8.14.1-2+deb13u5","CVE-2026-12064","High"
"curl","8.14.1-2+deb13u5","CVE-2026-8932","High"
"libcurl4t64","8.14.1-2+deb13u5","CVE-2026-8932","High"
"libpcre2-8-0","10.46-1~deb13u2","CVE-2026-86145","High"
"libc-bin","2.41-12+deb13u4","CVE-2018-20796","Negligible"
"libc6","2.41-12+deb13u4","CVE-2018-20796","Negligible"
"perl-base","5.40.1-6+deb13u1","CVE-2026-48959","High"
"libc-bin","2.41-12+deb13u4","CVE-2026-5928","High"
"libc6","2.41-12+deb13u4","CVE-2026-5928","High"
"libldap2","2.6.10+dfsg-1","CVE-2015-3276","Negligible"
"curl","8.14.1-2+deb13u5","CVE-2026-8286","High"
"libcurl4t64","8.14.1-2+deb13u5","CVE-2026-8286","High"
"bsdutils","1:2.41.5-0+deb13u1","CVE-2026-3184","Medium"
"libblkid1","2.41.5-0+deb13u1","CVE-2026-3184","Medium"
"liblastlog2-2","2.41.5-0+deb13u1","CVE-2026-3184","Medium"
"libmount1","2.41.5-0+deb13u1","CVE-2026-3184","Medium"
"libsmartcols1","2.41.5-0+deb13u1","CVE-2026-3184","Medium"
"libuuid1","2.41.5-0+deb13u1","CVE-2026-3184","Medium"
"login","1:4.16.0-2+really2.41.5-0+deb13u1","CVE-2026-3184","Medium"
"mount","2.41.5-0+deb13u1","CVE-2026-3184","Medium"
"util-linux","2.41.5-0+deb13u1","CVE-2026-3184","Medium"
"perl-base","5.40.1-6+deb13u1","CVE-2026-48962","High"
"libssh2-1t64","1.11.1-1+deb13u2","CVE-2026-58051","High"
"curl","8.14.1-2+deb13u5","CVE-2026-9080","High"
"libcurl4t64","8.14.1-2+deb13u5","CVE-2026-9080","High"
"perl-base","5.40.1-6+deb13u1","CVE-2026-19487","Medium"
"tar","1.35+dfsg-3.1","CVE-2026-5704","Medium"
"libc-bin","2.41-12+deb13u4","CVE-2026-6238","Medium"
"libc6","2.41-12+deb13u4","CVE-2026-6238","Medium"
"curl","8.14.1-2+deb13u5","CVE-2026-9545","High"
"libcurl4t64","8.14.1-2+deb13u5","CVE-2026-9545","High"
"tar","1.35+dfsg-3.1","CVE-2005-2541","Negligible"
"perl-base","5.40.1-6+deb13u1","CVE-2026-48961","High"
"libpam-modules","1.7.0-5","CVE-2026-54411","Medium"
"libpam-modules-bin","1.7.0-5","CVE-2026-54411","Medium"
"libpam-runtime","1.7.0-5","CVE-2026-54411","Medium"
"libpam0g","1.7.0-5","CVE-2026-54411","Medium"
"perl-base","5.40.1-6+deb13u1","CVE-2026-7017","High"
"libc-bin","2.41-12+deb13u4","CVE-2026-5435","High"
"libc6","2.41-12+deb13u4","CVE-2026-5435","High"
"perl-base","5.40.1-6+deb13u1","CVE-2026-57432","High"
"libc-bin","2.41-12+deb13u4","CVE-2019-1010022","Negligible"
"libc6","2.41-12+deb13u4","CVE-2019-1010022","Negligible"
"libc-bin","2.41-12+deb13u4","CVE-2019-1010024","Negligible"
"libc6","2.41-12+deb13u4","CVE-2019-1010024","Negligible"
"libc-bin","2.41-12+deb13u4","CVE-2019-1010023","Negligible"
"libc6","2.41-12+deb13u4","CVE-2019-1010023","Negligible"
"libnghttp2-14","1.64.0-1.1+deb13u1","CVE-2026-58055","Medium"
"bsdutils","1:2.41.5-0+deb13u1","CVE-2026-76642","High"
"libblkid1","2.41.5-0+deb13u1","CVE-2026-76642","High"
"liblastlog2-2","2.41.5-0+deb13u1","CVE-2026-76642","High"
"libmount1","2.41.5-0+deb13u1","CVE-2026-76642","High"
"libsmartcols1","2.41.5-0+deb13u1","CVE-2026-76642","High"
"libuuid1","2.41.5-0+deb13u1","CVE-2026-76642","High"
"login","1:4.16.0-2+really2.41.5-0+deb13u1","CVE-2026-76642","High"
"mount","2.41.5-0+deb13u1","CVE-2026-76642","High"
"util-linux","2.41.5-0+deb13u1","CVE-2026-76642","High"
"libsqlite3-0","3.46.1-7+deb13u2","CVE-2026-11822","High"
"libsqlite3-0","3.46.1-7+deb13u2","CVE-2026-11824","High"
"login.defs","1:4.17.4-2","CVE-2024-56433","Low"
"passwd","1:4.17.4-2","CVE-2024-56433","Low"
"libc-bin","2.41-12+deb13u4","CVE-2010-4756","Negligible"
"libc6","2.41-12+deb13u4","CVE-2010-4756","Negligible"
"perl-base","5.40.1-6+deb13u1","CVE-2026-7010","Medium"
"libpcre2-8-0","10.46-1~deb13u2","CVE-2026-89158","Medium"
"libldap2","2.6.10+dfsg-1","CVE-2020-15719","Negligible"
"libc-bin","2.41-12+deb13u4","CVE-2019-9192","Negligible"
"libc6","2.41-12+deb13u4","CVE-2019-9192","Negligible"
"libc-bin","2.41-12+deb13u4","CVE-2026-6791","Medium"
"libc6","2.41-12+deb13u4","CVE-2026-6791","Medium"
"zlib1g","1:1.3.dfsg+really1.3.1-1+b1","CVE-2026-27171","Medium"
"libc-bin","2.41-12+deb13u4","CVE-2019-1010025","Negligible"
"libc6","2.41-12+deb13u4","CVE-2019-1010025","Negligible"
"libacl1","2.3.2-2+b1","CVE-2026-54369","High"
"libc-bin","2.41-12+deb13u4","CVE-2026-89092","Medium"
"libc6","2.41-12+deb13u4","CVE-2026-89092","Medium"
"libgssapi-krb5-2","1.21.3-5+deb13u1","CVE-2018-5709","Negligible"
"libk5crypto3","1.21.3-5+deb13u1","CVE-2018-5709","Negligible"
"libkrb5-3","1.21.3-5+deb13u1","CVE-2018-5709","Negligible"
"libkrb5support0","1.21.3-5+deb13u1","CVE-2018-5709","Negligible"
"libsqlite3-0","3.46.1-7+deb13u2","CVE-2026-39113","Medium"
"gzip","1.13-1+deb13u1","CVE-2026-41991","Medium"
"bsdutils","1:2.41.5-0+deb13u1","CVE-2026-78409","High"
"libblkid1","2.41.5-0+deb13u1","CVE-2026-78409","High"
"liblastlog2-2","2.41.5-0+deb13u1","CVE-2026-78409","High"
"libmount1","2.41.5-0+deb13u1","CVE-2026-78409","High"
"libsmartcols1","2.41.5-0+deb13u1","CVE-2026-78409","High"
"libuuid1","2.41.5-0+deb13u1","CVE-2026-78409","High"
"login","1:4.16.0-2+really2.41.5-0+deb13u1","CVE-2026-78409","High"
"mount","2.41.5-0+deb13u1","CVE-2026-78409","High"
"util-linux","2.41.5-0+deb13u1","CVE-2026-78409","High"
"libtinfo6","6.5+20250216-2","CVE-2025-6141","Medium"
"ncurses-base","6.5+20250216-2","CVE-2025-6141","Medium"
"ncurses-bin","6.5+20250216-2","CVE-2025-6141","Medium"
"perl-base","5.40.1-6+deb13u1","CVE-2026-15534","Medium"
"bsdutils","1:2.41.5-0+deb13u1","CVE-2026-78408","High"
"libblkid1","2.41.5-0+deb13u1","CVE-2026-78408","High"
"liblastlog2-2","2.41.5-0+deb13u1","CVE-2026-78408","High"
"libmount1","2.41.5-0+deb13u1","CVE-2026-78408","High"
"libsmartcols1","2.41.5-0+deb13u1","CVE-2026-78408","High"
"libuuid1","2.41.5-0+deb13u1","CVE-2026-78408","High"
"login","1:4.16.0-2+really2.41.5-0+deb13u1","CVE-2026-78408","High"
"mount","2.41.5-0+deb13u1","CVE-2026-78408","High"
"util-linux","2.41.5-0+deb13u1","CVE-2026-78408","High"
"libsqlite3-0","3.46.1-7+deb13u2","CVE-2026-50812","Medium"
"libsqlite3-0","3.46.1-7+deb13u2","CVE-2026-50813","Medium"
"libp11-kit0","0.25.5-3","CVE-2026-13757","Medium"
"libattr1","1:2.5.2-3","CVE-2026-54371","Medium"
"libpcre2-8-0","10.46-1~deb13u2","CVE-2026-89161","High"
"libsqlite3-0","3.46.1-7+deb13u2","CVE-2021-45346","Negligible"
"libc-bin","2.41-12+deb13u4","CVE-2026-18374","Medium"
"libc6","2.41-12+deb13u4","CVE-2026-18374","Medium"
"libpcre2-8-0","10.46-1~deb13u2","CVE-2026-89160","Low"
"bsdutils","1:2.41.5-0+deb13u1","CVE-2026-78410","High"
"libblkid1","2.41.5-0+deb13u1","CVE-2026-78410","High"
"liblastlog2-2","2.41.5-0+deb13u1","CVE-2026-78410","High"
"libmount1","2.41.5-0+deb13u1","CVE-2026-78410","High"
"libsmartcols1","2.41.5-0+deb13u1","CVE-2026-78410","High"
"libuuid1","2.41.5-0+deb13u1","CVE-2026-78410","High"
"login","1:4.16.0-2+really2.41.5-0+deb13u1","CVE-2026-78410","High"
"mount","2.41.5-0+deb13u1","CVE-2026-78410","High"
"util-linux","2.41.5-0+deb13u1","CVE-2026-78410","High"
"perl-base","5.40.1-6+deb13u1","CVE-2025-15649","Medium"
"tar","1.35+dfsg-3.1","CVE-2026-18508","Medium"
"libacl1","2.3.2-2+b1","CVE-2026-54370","High"
"libsystemd0","257.13-1~deb13u1","CVE-2026-15059","Medium"
"libudev1","257.13-1~deb13u1","CVE-2026-15059","Medium"
"libbz2-1.0","1.0.8-6","CVE-2026-42250","Medium"
"libp11-kit0","0.25.5-3","CVE-2026-18938","Medium"
"apt","3.0.3","CVE-2011-3374","Negligible"
"libapt-pkg7.0","3.0.3","CVE-2011-3374","Negligible"
"libgssapi-krb5-2","1.21.3-5+deb13u1","CVE-2024-26461","Negligible"
"libk5crypto3","1.21.3-5+deb13u1","CVE-2024-26461","Negligible"
"libkrb5-3","1.21.3-5+deb13u1","CVE-2024-26461","Negligible"
"libkrb5support0","1.21.3-5+deb13u1","CVE-2024-26461","Negligible"
"libpcre2-8-0","10.46-1~deb13u2","CVE-2026-89157","Medium"
"libsystemd0","257.13-1~deb13u1","CVE-2026-40228","Low"
"libudev1","257.13-1~deb13u1","CVE-2026-40228","Low"
"login.defs","1:4.17.4-2","CVE-2007-5686","Negligible"
"passwd","1:4.17.4-2","CVE-2007-5686","Negligible"
"libgssapi-krb5-2","1.21.3-5+deb13u1","CVE-2024-26458","Negligible"
"libk5crypto3","1.21.3-5+deb13u1","CVE-2024-26458","Negligible"
"libkrb5-3","1.21.3-5+deb13u1","CVE-2024-26458","Negligible"
"libkrb5support0","1.21.3-5+deb13u1","CVE-2024-26458","Negligible"
"tar","1.35+dfsg-3.1","CVE-2026-18477","Medium"
"libsystemd0","257.13-1~deb13u1","CVE-2026-16742","Medium"
"libudev1","257.13-1~deb13u1","CVE-2026-16742","Medium"
"libpcre2-8-0","10.46-1~deb13u2","CVE-2026-89162","Low"
"libpcre2-8-0","10.46-1~deb13u2","CVE-2026-89156","Low"
"libc-bin","2.41-12+deb13u4","CVE-2026-6368","Low"
"libc6","2.41-12+deb13u4","CVE-2026-6368","Low"
"curl","8.14.1-2+deb13u5","CVE-2025-15079","Negligible"
"libcurl4t64","8.14.1-2+deb13u5","CVE-2025-15079","Negligible"
"perl-base","5.40.1-6+deb13u1","CVE-2011-4116","Negligible"
"curl","8.14.1-2+deb13u5","CVE-2025-15224","Negligible"
"libcurl4t64","8.14.1-2+deb13u5","CVE-2025-15224","Negligible"
"libsystemd0","257.13-1~deb13u1","CVE-2013-4392","Negligible"
"libudev1","257.13-1~deb13u1","CVE-2013-4392","Negligible"
"bsdutils","1:2.41.5-0+deb13u1","CVE-2022-0563","Negligible"
"libblkid1","2.41.5-0+deb13u1","CVE-2022-0563","Negligible"
"liblastlog2-2","2.41.5-0+deb13u1","CVE-2022-0563","Negligible"
"libmount1","2.41.5-0+deb13u1","CVE-2022-0563","Negligible"
"libsmartcols1","2.41.5-0+deb13u1","CVE-2022-0563","Negligible"
"libuuid1","2.41.5-0+deb13u1","CVE-2022-0563","Negligible"
"login","1:4.16.0-2+really2.41.5-0+deb13u1","CVE-2022-0563","Negligible"
"mount","2.41.5-0+deb13u1","CVE-2022-0563","Negligible"
"util-linux","2.41.5-0+deb13u1","CVE-2022-0563","Negligible"
"curl","8.14.1-2+deb13u5","CVE-2025-10966","Negligible"
"libcurl4t64","8.14.1-2+deb13u5","CVE-2025-10966","Negligible"
"libldap2","2.6.10+dfsg-1","CVE-2017-14159","Negligible"
"libsystemd0","257.13-1~deb13u1","CVE-2023-31439","Negligible"
"libudev1","257.13-1~deb13u1","CVE-2023-31439","Negligible"
"coreutils","9.7-3","CVE-2017-18018","Negligible"
"libsystemd0","257.13-1~deb13u1","CVE-2023-31437","Negligible"
"libudev1","257.13-1~deb13u1","CVE-2023-31437","Negligible"
"diffutils","1:3.10-4","CVE-2026-53910","Negligible"
"libsystemd0","257.13-1~deb13u1","CVE-2023-31438","Negligible"
"libudev1","257.13-1~deb13u1","CVE-2023-31438","Negligible"
"curl","8.14.1-2+deb13u5","CVE-2026-9547","Negligible"
"libcurl4t64","8.14.1-2+deb13u5","CVE-2026-9547","Negligible"
"curl","8.14.1-2+deb13u5","CVE-2026-82208","Negligible"
"libcurl4t64","8.14.1-2+deb13u5","CVE-2026-82208","Negligible"
"libsqlite3-0","3.46.1-7+deb13u2","CVE-2025-70873","Negligible"
"libgssapi-krb5-2","1.21.3-5+deb13u1","CVE-2026-11850","Negligible"
"libk5crypto3","1.21.3-5+deb13u1","CVE-2026-11850","Negligible"
"libkrb5-3","1.21.3-5+deb13u1","CVE-2026-11850","Negligible"
"libkrb5support0","1.21.3-5+deb13u1","CVE-2026-11850","Negligible"
"coreutils","9.7-3","CVE-2025-5278","Negligible"
"libldap2","2.6.10+dfsg-1","CVE-2026-22185","Negligible"
"coreutils","9.7-3","CVE-2026-56392","Negligible"
"coreutils","9.7-3","CVE-2026-56391","Negligible"
"curl","8.14.1-2+deb13u5","CVE-2025-14017","Negligible"
"libcurl4t64","8.14.1-2+deb13u5","CVE-2025-14017","Negligible"
"libc-bin","2.41-12+deb13u4","CVE-2026-19499","Unknown"
"libc-bin","2.41-12+deb13u4","CVE-2026-19542","Unknown"
"libc-bin","2.41-12+deb13u4","CVE-2026-77117","Unknown"
"libc-bin","2.41-12+deb13u4","CVE-2026-80489","Unknown"
"libc6","2.41-12+deb13u4","CVE-2026-19499","Unknown"
"libc6","2.41-12+deb13u4","CVE-2026-19542","Unknown"
"libc6","2.41-12+deb13u4","CVE-2026-77117","Unknown"
"libc6","2.41-12+deb13u4","CVE-2026-80489","Unknown"
