"Package","Version Installed","Vulnerability ID","Severity"
"libc-bin","2.41-12+deb13u2","CVE-2019-1010023","Negligible"
"libc6","2.41-12+deb13u2","CVE-2019-1010023","Negligible"
"libsystemd0","257.9-1~deb13u1","CVE-2026-40225","Medium"
"libudev1","257.9-1~deb13u1","CVE-2026-40225","Medium"
"libsqlite3-0","3.46.1-7+deb13u1","CVE-2021-45346","Negligible"
"curl","8.14.1-2+deb13u2","CVE-2025-14524","Medium"
"libcurl4t64","8.14.1-2+deb13u2","CVE-2025-14524","Medium"
"libsystemd0","257.9-1~deb13u1","CVE-2026-4105","Medium"
"libudev1","257.9-1~deb13u1","CVE-2026-4105","Medium"
"libnghttp2-14","1.64.0-1.1","CVE-2026-27135","High"
"tar","1.35+dfsg-3.1","CVE-2026-5704","Medium"
"libgssapi-krb5-2","1.21.3-5","CVE-2024-26458","Negligible"
"libk5crypto3","1.21.3-5","CVE-2024-26458","Negligible"
"libkrb5-3","1.21.3-5","CVE-2024-26458","Negligible"
"libkrb5support0","1.21.3-5","CVE-2024-26458","Negligible"
"libldap2","2.6.10+dfsg-1","CVE-2020-15719","Negligible"
"login.defs","1:4.17.4-2","CVE-2007-5686","Negligible"
"passwd","1:4.17.4-2","CVE-2007-5686","Negligible"
"curl","8.14.1-2+deb13u2","CVE-2026-3784","Medium"
"libcurl4t64","8.14.1-2+deb13u2","CVE-2026-3784","Medium"
"perl-base","5.40.1-6","CVE-2011-4116","Negligible"
"curl","8.14.1-2+deb13u2","CVE-2026-3783","Medium"
"libcurl4t64","8.14.1-2+deb13u2","CVE-2026-3783","Medium"
"libsystemd0","257.9-1~deb13u1","CVE-2023-31437","Negligible"
"libudev1","257.9-1~deb13u1","CVE-2023-31437","Negligible"
"libsystemd0","257.9-1~deb13u1","CVE-2023-31438","Negligible"
"libudev1","257.9-1~deb13u1","CVE-2023-31438","Negligible"
"libc-bin","2.41-12+deb13u2","CVE-2019-1010022","Negligible"
"libc6","2.41-12+deb13u2","CVE-2019-1010022","Negligible"
"coreutils","9.7-3","CVE-2025-5278","Negligible"
"libcap2","1:2.75-10+b8","CVE-2026-4878","Medium"
"libsystemd0","257.9-1~deb13u1","CVE-2023-31439","Negligible"
"libudev1","257.9-1~deb13u1","CVE-2023-31439","Negligible"
"curl","8.14.1-2+deb13u2","CVE-2025-13034","Medium"
"libcurl4t64","8.14.1-2+deb13u2","CVE-2025-13034","Medium"
"bsdutils","1:2.41-5","CVE-2026-27456","Medium"
"libblkid1","2.41-5","CVE-2026-27456","Medium"
"liblastlog2-2","2.41-5","CVE-2026-27456","Medium"
"libmount1","2.41-5","CVE-2026-27456","Medium"
"libsmartcols1","2.41-5","CVE-2026-27456","Medium"
"libuuid1","2.41-5","CVE-2026-27456","Medium"
"login","1:4.16.0-2+really2.41-5","CVE-2026-27456","Medium"
"mount","2.41-5","CVE-2026-27456","Medium"
"util-linux","2.41-5","CVE-2026-27456","Medium"
"libsystemd0","257.9-1~deb13u1","CVE-2026-29111","Medium"
"libudev1","257.9-1~deb13u1","CVE-2026-29111","Medium"
"libsystemd0","257.9-1~deb13u1","CVE-2026-40228","Low"
"libudev1","257.9-1~deb13u1","CVE-2026-40228","Low"
"libldap2","2.6.10+dfsg-1","CVE-2017-14159","Negligible"
"libsystemd0","257.9-1~deb13u1","CVE-2026-40226","Medium"
"libudev1","257.9-1~deb13u1","CVE-2026-40226","Medium"
"curl","8.14.1-2+deb13u2","CVE-2025-15224","Negligible"
"libcurl4t64","8.14.1-2+deb13u2","CVE-2025-15224","Negligible"
"libgssapi-krb5-2","1.21.3-5","CVE-2024-26461","Negligible"
"libk5crypto3","1.21.3-5","CVE-2024-26461","Negligible"
"libkrb5-3","1.21.3-5","CVE-2024-26461","Negligible"
"libkrb5support0","1.21.3-5","CVE-2024-26461","Negligible"
"zlib1g","1:1.3.dfsg+really1.3.1-1+b1","CVE-2026-27171","Medium"
"coreutils","9.7-3","CVE-2017-18018","Negligible"
"libsystemd0","257.9-1~deb13u1","CVE-2013-4392","Negligible"
"libudev1","257.9-1~deb13u1","CVE-2013-4392","Negligible"
"libsqlite3-0","3.46.1-7+deb13u1","CVE-2025-70873","Negligible"
"curl","8.14.1-2+deb13u2","CVE-2025-15079","Negligible"
"libcurl4t64","8.14.1-2+deb13u2","CVE-2025-15079","Negligible"
"bsdutils","1:2.41-5","CVE-2022-0563","Negligible"
"libblkid1","2.41-5","CVE-2022-0563","Negligible"
"liblastlog2-2","2.41-5","CVE-2022-0563","Negligible"
"libmount1","2.41-5","CVE-2022-0563","Negligible"
"libsmartcols1","2.41-5","CVE-2022-0563","Negligible"
"libuuid1","2.41-5","CVE-2022-0563","Negligible"
"login","1:4.16.0-2+really2.41-5","CVE-2022-0563","Negligible"
"mount","2.41-5","CVE-2022-0563","Negligible"
"util-linux","2.41-5","CVE-2022-0563","Negligible"
"libldap2","2.6.10+dfsg-1","CVE-2026-22185","Negligible"
"curl","8.14.1-2+deb13u2","CVE-2025-10966","Negligible"
"libcurl4t64","8.14.1-2+deb13u2","CVE-2025-10966","Negligible"
"curl","8.14.1-2+deb13u2","CVE-2025-14017","Negligible"
"libcurl4t64","8.14.1-2+deb13u2","CVE-2025-14017","Negligible"
"bsdutils","1:2.41-5","CVE-2025-14104","Negligible"
"libblkid1","2.41-5","CVE-2025-14104","Negligible"
"liblastlog2-2","2.41-5","CVE-2025-14104","Negligible"
"libmount1","2.41-5","CVE-2025-14104","Negligible"
"libsmartcols1","2.41-5","CVE-2025-14104","Negligible"
"libuuid1","2.41-5","CVE-2025-14104","Negligible"
"login","1:4.16.0-2+really2.41-5","CVE-2025-14104","Negligible"
"mount","2.41-5","CVE-2025-14104","Negligible"
"util-linux","2.41-5","CVE-2025-14104","Negligible"
