"Package","Version Installed","Vulnerability ID","Severity"
"coreutils","9.1-1","CVE-2016-2781","Low"
"libc-bin","2.36-9+deb12u10","CVE-2019-1010024","Negligible"
"libc6","2.36-9+deb12u10","CVE-2019-1010024","Negligible"
"libc-bin","2.36-9+deb12u10","CVE-2010-4756","Negligible"
"libc6","2.36-9+deb12u10","CVE-2010-4756","Negligible"
"libldap-2.5-0","2.5.13+dfsg-5","CVE-2020-15719","Negligible"
"login","1:4.13+dfsg1-1+deb12u1","CVE-2007-5686","Negligible"
"passwd","1:4.13+dfsg1-1+deb12u1","CVE-2007-5686","Negligible"
"libpam-modules","1.5.2-6+deb12u1","CVE-2024-10041","Medium"
"libpam-modules-bin","1.5.2-6+deb12u1","CVE-2024-10041","Medium"
"libpam-runtime","1.5.2-6+deb12u1","CVE-2024-10041","Medium"
"libpam0g","1.5.2-6+deb12u1","CVE-2024-10041","Medium"
"libgcrypt20","1.10.1-3","CVE-2024-2236","Negligible"
"curl","7.88.1-10+deb12u12","CVE-2024-2379","Negligible"
"libcurl4","7.88.1-10+deb12u12","CVE-2024-2379","Negligible"
"libc-bin","2.36-9+deb12u10","CVE-2019-1010025","Negligible"
"libc6","2.36-9+deb12u10","CVE-2019-1010025","Negligible"
"libgssapi-krb5-2","1.20.1-2+deb12u3","CVE-2024-26458","Negligible"
"libk5crypto3","1.20.1-2+deb12u3","CVE-2024-26458","Negligible"
"libkrb5-3","1.20.1-2+deb12u3","CVE-2024-26458","Negligible"
"libkrb5support0","1.20.1-2+deb12u3","CVE-2024-26458","Negligible"
"libc-bin","2.36-9+deb12u10","CVE-2025-8058","Medium"
"libc6","2.36-9+deb12u10","CVE-2025-8058","Medium"
"libc-bin","2.36-9+deb12u10","CVE-2019-9192","Negligible"
"libc6","2.36-9+deb12u10","CVE-2019-9192","Negligible"
"perl-base","5.36.0-7+deb12u2","CVE-2011-4116","Negligible"
"libc-bin","2.36-9+deb12u10","CVE-2019-1010022","Negligible"
"libc6","2.36-9+deb12u10","CVE-2019-1010022","Negligible"
"libsystemd0","252.38-1~deb12u1","CVE-2023-31437","Negligible"
"libudev1","252.38-1~deb12u1","CVE-2023-31437","Negligible"
"libc-bin","2.36-9+deb12u10","CVE-2025-4802","High"
"libc6","2.36-9+deb12u10","CVE-2025-4802","High"
"libtinfo6","6.4-4","CVE-2025-6141","Low"
"ncurses-base","6.4-4","CVE-2025-6141","Low"
"ncurses-bin","6.4-4","CVE-2025-6141","Low"
"libldap-2.5-0","2.5.13+dfsg-5","CVE-2017-14159","Negligible"
"libsystemd0","252.38-1~deb12u1","CVE-2023-31438","Negligible"
"libudev1","252.38-1~deb12u1","CVE-2023-31438","Negligible"
"gpgv","2.2.40-1.1","CVE-2025-30258","Low"
"libsystemd0","252.38-1~deb12u1","CVE-2023-31439","Negligible"
"libudev1","252.38-1~deb12u1","CVE-2023-31439","Negligible"
"libgssapi-krb5-2","1.20.1-2+deb12u3","CVE-2024-26461","Negligible"
"libk5crypto3","1.20.1-2+deb12u3","CVE-2024-26461","Negligible"
"libkrb5-3","1.20.1-2+deb12u3","CVE-2024-26461","Negligible"
"libkrb5support0","1.20.1-2+deb12u3","CVE-2024-26461","Negligible"
"perl-base","5.36.0-7+deb12u2","CVE-2025-40909","Medium"
"libsystemd0","252.38-1~deb12u1","CVE-2013-4392","Negligible"
"libudev1","252.38-1~deb12u1","CVE-2013-4392","Negligible"
"libssl3","3.0.17-1~deb12u2","CVE-2025-27587","Negligible"
"coreutils","9.1-1","CVE-2017-18018","Negligible"
"gcc-12-base","12.2.0-14+deb12u1","CVE-2022-27943","Negligible"
"libgcc-s1","12.2.0-14+deb12u1","CVE-2022-27943","Negligible"
"libstdc++6","12.2.0-14+deb12u1","CVE-2022-27943","Negligible"
"bsdutils","1:2.38.1-5+deb12u3","CVE-2022-0563","Negligible"
"libblkid1","2.38.1-5+deb12u3","CVE-2022-0563","Negligible"
"libmount1","2.38.1-5+deb12u3","CVE-2022-0563","Negligible"
"libsmartcols1","2.38.1-5+deb12u3","CVE-2022-0563","Negligible"
"libuuid1","2.38.1-5+deb12u3","CVE-2022-0563","Negligible"
"mount","2.38.1-5+deb12u3","CVE-2022-0563","Negligible"
"util-linux","2.38.1-5+deb12u3","CVE-2022-0563","Negligible"
"util-linux-extra","2.38.1-5+deb12u3","CVE-2022-0563","Negligible"
"coreutils","9.1-1","CVE-2025-5278","Negligible"
"gpgv","2.2.40-1.1","CVE-2022-3219","Negligible"
