"Package","Version Installed","Vulnerability ID","Severity"
"curl","7.74.0-1.3+deb11u16","CVE-2023-28320","Negligible"
"libcurl4","7.74.0-1.3+deb11u16","CVE-2023-28320","Negligible"
"curl","7.74.0-1.3+deb11u16","CVE-2023-23915","Medium"
"libcurl4","7.74.0-1.3+deb11u16","CVE-2023-23915","Medium"
"libgcrypt20","1.8.7-6","CVE-2018-6829","Negligible"
"coreutils","8.32-4+b1","CVE-2016-2781","Low"
"libssl1.1","1.1.1w-0+deb11u5","CVE-2026-28388","High"
"perl-base","5.32.1-4+deb11u4","CVE-2025-40909","Medium"
"curl","7.74.0-1.3+deb11u16","CVE-2025-0725","Negligible"
"libcurl4","7.74.0-1.3+deb11u16","CVE-2025-0725","Negligible"
"libpam-modules","1.4.0-9+deb11u2","CVE-2024-10041","Medium"
"libpam-modules-bin","1.4.0-9+deb11u2","CVE-2024-10041","Medium"
"libpam-runtime","1.4.0-9+deb11u2","CVE-2024-10041","Medium"
"libpam0g","1.4.0-9+deb11u2","CVE-2024-10041","Medium"
"libc-bin","2.31-13+deb11u13","CVE-2010-4756","Negligible"
"libc6","2.31-13+deb11u13","CVE-2010-4756","Negligible"
"libc-bin","2.31-13+deb11u13","CVE-2026-4438","Medium"
"libc6","2.31-13+deb11u13","CVE-2026-4438","Medium"
"libtinfo6","6.2+20201114-2+deb11u2","CVE-2025-69720","High"
"ncurses-base","6.2+20201114-2+deb11u2","CVE-2025-69720","High"
"ncurses-bin","6.2+20201114-2+deb11u2","CVE-2025-69720","High"
"libc-bin","2.31-13+deb11u13","CVE-2026-0915","High"
"libc6","2.31-13+deb11u13","CVE-2026-0915","High"
"libc-bin","2.31-13+deb11u13","CVE-2019-1010023","Negligible"
"libc6","2.31-13+deb11u13","CVE-2019-1010023","Negligible"
"libpcre3","2:8.39-13","CVE-2019-20838","Negligible"
"curl","7.74.0-1.3+deb11u16","CVE-2025-14524","Medium"
"libcurl4","7.74.0-1.3+deb11u16","CVE-2025-14524","Medium"
"libnghttp2-14","1.43.0-1+deb11u2","CVE-2026-27135","High"
"libpcre3","2:8.39-13","CVE-2017-7245","Negligible"
"tar","1.34+dfsg-1+deb11u1","CVE-2026-5704","Medium"
"libgssapi-krb5-2","1.18.3-6+deb11u7","CVE-2024-26458","Negligible"
"libk5crypto3","1.18.3-6+deb11u7","CVE-2024-26458","Negligible"
"libkrb5-3","1.18.3-6+deb11u7","CVE-2024-26458","Negligible"
"libkrb5support0","1.18.3-6+deb11u7","CVE-2024-26458","Negligible"
"gpgv","2.2.27-2+deb11u3","CVE-2025-30258","Medium"
"gcc-10-base","10.2.1-6","CVE-2023-4039","Negligible"
"gcc-9-base","9.3.0-22","CVE-2023-4039","Negligible"
"libgcc-s1","10.2.1-6","CVE-2023-4039","Negligible"
"libstdc++6","10.2.1-6","CVE-2023-4039","Negligible"
"libssl1.1","1.1.1w-0+deb11u5","CVE-2025-27587","Negligible"
"libldap-2.4-2","2.4.57+dfsg-3+deb11u1","CVE-2020-15719","Negligible"
"libssl1.1","1.1.1w-0+deb11u5","CVE-2026-28387","Unknown"
"curl","7.74.0-1.3+deb11u16","CVE-2024-2379","Negligible"
"libcurl4","7.74.0-1.3+deb11u16","CVE-2024-2379","Negligible"
"login","1:4.8.1-1+deb11u1","CVE-2007-5686","Negligible"
"passwd","1:4.8.1-1+deb11u1","CVE-2007-5686","Negligible"
"curl","7.74.0-1.3+deb11u16","CVE-2026-3784","Medium"
"libcurl4","7.74.0-1.3+deb11u16","CVE-2026-3784","Medium"
"perl-base","5.32.1-4+deb11u4","CVE-2011-4116","Negligible"
"curl","7.74.0-1.3+deb11u16","CVE-2026-3783","Medium"
"libcurl4","7.74.0-1.3+deb11u16","CVE-2026-3783","Medium"
"libsystemd0","247.3-7+deb11u8","CVE-2023-31437","Negligible"
"libudev1","247.3-7+deb11u8","CVE-2023-31437","Negligible"
"libc-bin","2.31-13+deb11u13","CVE-2026-0861","High"
"libc6","2.31-13+deb11u13","CVE-2026-0861","High"
"curl","7.74.0-1.3+deb11u16","CVE-2021-22922","Negligible"
"libcurl4","7.74.0-1.3+deb11u16","CVE-2021-22922","Negligible"
"libsystemd0","247.3-7+deb11u8","CVE-2023-31438","Negligible"
"libudev1","247.3-7+deb11u8","CVE-2023-31438","Negligible"
"libc-bin","2.31-13+deb11u13","CVE-2019-1010022","Negligible"
"libc6","2.31-13+deb11u13","CVE-2019-1010022","Negligible"
"coreutils","8.32-4+b1","CVE-2025-5278","Negligible"
"libsystemd0","247.3-7+deb11u8","CVE-2023-31439","Negligible"
"libudev1","247.3-7+deb11u8","CVE-2023-31439","Negligible"
"libssl1.1","1.1.1w-0+deb11u5","CVE-2026-31789","Unknown"
"bsdutils","1:2.36.1-8+deb11u2","CVE-2026-27456","Medium"
"libblkid1","2.36.1-8+deb11u2","CVE-2026-27456","Medium"
"libmount1","2.36.1-8+deb11u2","CVE-2026-27456","Medium"
"libsmartcols1","2.36.1-8+deb11u2","CVE-2026-27456","Medium"
"libuuid1","2.36.1-8+deb11u2","CVE-2026-27456","Medium"
"mount","2.36.1-8+deb11u2","CVE-2026-27456","Medium"
"util-linux","2.36.1-8+deb11u2","CVE-2026-27456","Medium"
"libpcre3","2:8.39-13","CVE-2017-11164","Negligible"
"libc-bin","2.31-13+deb11u13","CVE-2025-8058","Medium"
"libc6","2.31-13+deb11u13","CVE-2025-8058","Medium"
"libsystemd0","247.3-7+deb11u8","CVE-2026-40228","Low"
"libudev1","247.3-7+deb11u8","CVE-2026-40228","Low"
"libldap-2.4-2","2.4.57+dfsg-3+deb11u1","CVE-2017-14159","Negligible"
"curl","7.74.0-1.3+deb11u16","CVE-2021-22923","Negligible"
"libcurl4","7.74.0-1.3+deb11u16","CVE-2021-22923","Negligible"
"libpcre3","2:8.39-13","CVE-2017-16231","Negligible"
"libsystemd0","247.3-7+deb11u8","CVE-2020-13529","Negligible"
"libudev1","247.3-7+deb11u8","CVE-2020-13529","Negligible"
"curl","7.74.0-1.3+deb11u16","CVE-2025-15224","Negligible"
"libcurl4","7.74.0-1.3+deb11u16","CVE-2025-15224","Negligible"
"libgssapi-krb5-2","1.18.3-6+deb11u7","CVE-2024-26461","Negligible"
"libk5crypto3","1.18.3-6+deb11u7","CVE-2024-26461","Negligible"
"libkrb5-3","1.18.3-6+deb11u7","CVE-2024-26461","Negligible"
"libkrb5support0","1.18.3-6+deb11u7","CVE-2024-26461","Negligible"
"zlib1g","1:1.2.11.dfsg-2+deb11u2","CVE-2026-27171","Medium"
"login","1:4.8.1-1+deb11u1","CVE-2013-4235","Negligible"
"passwd","1:4.8.1-1+deb11u1","CVE-2013-4235","Negligible"
"coreutils","8.32-4+b1","CVE-2017-18018","Negligible"
"libpcre2-8-0","10.36-2+deb11u1","CVE-2022-41409","Negligible"
"libsystemd0","247.3-7+deb11u8","CVE-2013-4392","Negligible"
"libudev1","247.3-7+deb11u8","CVE-2013-4392","Negligible"
"gpgv","2.2.27-2+deb11u3","CVE-2025-68972","Medium"
"curl","7.74.0-1.3+deb11u16","CVE-2025-15079","Negligible"
"libcurl4","7.74.0-1.3+deb11u16","CVE-2025-15079","Negligible"
"bsdutils","1:2.36.1-8+deb11u2","CVE-2022-0563","Negligible"
"libblkid1","2.36.1-8+deb11u2","CVE-2022-0563","Negligible"
"libmount1","2.36.1-8+deb11u2","CVE-2022-0563","Negligible"
"libsmartcols1","2.36.1-8+deb11u2","CVE-2022-0563","Negligible"
"libuuid1","2.36.1-8+deb11u2","CVE-2022-0563","Negligible"
"mount","2.36.1-8+deb11u2","CVE-2022-0563","Negligible"
"util-linux","2.36.1-8+deb11u2","CVE-2022-0563","Negligible"
"libldap-2.4-2","2.4.57+dfsg-3+deb11u1","CVE-2026-22185","Negligible"
"curl","7.74.0-1.3+deb11u16","CVE-2025-10966","Negligible"
"libcurl4","7.74.0-1.3+deb11u16","CVE-2025-10966","Negligible"
"gpgv","2.2.27-2+deb11u3","CVE-2022-3219","Negligible"
"curl","7.74.0-1.3+deb11u16","CVE-2025-14017","Negligible"
"libcurl4","7.74.0-1.3+deb11u16","CVE-2025-14017","Negligible"
"bsdutils","1:2.36.1-8+deb11u2","CVE-2025-14104","Negligible"
"libblkid1","2.36.1-8+deb11u2","CVE-2025-14104","Negligible"
"libmount1","2.36.1-8+deb11u2","CVE-2025-14104","Negligible"
"libsmartcols1","2.36.1-8+deb11u2","CVE-2025-14104","Negligible"
"libuuid1","2.36.1-8+deb11u2","CVE-2025-14104","Negligible"
"mount","2.36.1-8+deb11u2","CVE-2025-14104","Negligible"
"util-linux","2.36.1-8+deb11u2","CVE-2025-14104","Negligible"
